p1_ip_total_len,p1_ip_ttl,p1_inter_arrival_time,p2_ip_total_len,p2_ip_ttl,p2_inter_arrival_time,p3_ip_total_len,p3_ip_ttl,p3_inter_arrival_time,p4_ip_total_len,p4_ip_ttl,p4_inter_arrival_time,p5_ip_total_len,p5_ip_ttl,p5_inter_arrival_time,label
104,127,0,132,127,2.7894973754882812e-05,469,127,3.910064697265625e-05,620,49,0.19093990325927734,71,49,0.0004639625549316406,cloudflare.com
104,62,0,86,62,2.9802322387695312e-05,83,62,2.1219253540039062e-05,75,62,0.0007829666137695312,278,62,5.888938903808594e-05,cloudflare.com
116,64,0,138,64,0.00015115737915039062,417,64,0.00016880035400390625,632,112,0.1930680274963379,83,64,0.00013113021850585938,cloudflare.com
104,63,0,132,63,0.00011801719665527344,428,63,0.00012993812561035156,620,51,0.2458200454711914,71,63,0.0004329681396484375,cloudflare.com
104,127,0,132,127,8.702278137207031e-05,466,127,0.0001068115234375,588,49,0.2876441478729248,71,49,0.00048804283142089844,cloudflare.com
568,46,0,104,63,0.006670951843261719,132,63,0.0001499652862548828,374,63,0.00018405914306640625,127,63,1.811981201171875e-05,cloudflare.com
1388,49,0,104,62,0.47272801399230957,86,62,3.600120544433594e-05,83,62,8.893013000488281e-05,75,62,8.106231689453125e-06,cloudflare.com
116,63,0,537,63,0.0010950565338134766,632,48,0.19252896308898926,83,48,0.0010840892791748047,254,48,0.040689945220947266,cloudflare.com
104,63,0,132,63,0.000102996826171875,435,63,0.000209808349609375,620,113,0.28861308097839355,71,113,5.9604644775390625e-06,cloudflare.com
104,128,0,132,128,0.00017595291137695312,411,128,0.00018715858459472656,620,49,0.1940770149230957,71,49,0.0003399848937988281,cloudflare.com
1007,113,0,116,62,0.05088400840759277,144,62,0.0021800994873046875,415,62,5.984306335449219e-05,600,113,0.19625616073608398,cloudflare.com
104,128,0,132,128,0.00023818016052246094,354,128,4.982948303222656e-05,620,112,0.19202709197998047,71,128,0.0003628730773925781,cloudflare.com
574,50,0,104,126,0.09161901473999023,132,126,6.914138793945312e-05,472,126,0.0001049041748046875,138,126,1.3113021850585938e-05,cloudflare.com
116,64,0,138,64,0.0002219676971435547,351,64,0.0002529621124267578,83,112,0.21041393280029297,254,112,0.03900909423828125,cloudflare.com
424,49,0,104,63,0.13407516479492188,132,63,7.605552673339844e-05,336,63,0.00020694732666015625,134,63,9.059906005859375e-06,cloudflare.com
116,64,0,138,64,0.00013494491577148438,416,64,0.0002028942108154297,632,112,0.5534920692443848,83,112,1.0013580322265625e-05,cloudflare.com
994,50,0,104,127,0.001190185546875,132,127,0.00012493133544921875,406,127,0.00014400482177734375,588,50,0.19083094596862793,cloudflare.com
104,63,0,132,63,0.00019407272338867188,421,63,0.00013709068298339844,620,50,0.19911789894104004,71,50,1.9073486328125e-05,cloudflare.com
104,126,0,132,126,0.0001239776611328125,474,126,5.2928924560546875e-05,242,49,0.2356550693511963,71,126,2.2556190490722656,cloudflare.com
104,63,0,132,63,0.0001239776611328125,437,63,0.00012803077697753906,577,50,0.2028639316558838,71,63,0.0008871555328369141,cloudflare.com
104,62,0,132,62,0.00016999244689941406,433,62,0.00017595291137695312,620,51,0.23859620094299316,71,51,6.699562072753906e-05,cloudflare.com
104,127,0,132,127,0.00022602081298828125,351,127,1.9073486328125e-05,133,127,1.9073486328125e-05,568,48,0.06060004234313965,cloudflare.com
116,62,0,150,62,0.0013561248779296875,89,62,3.3855438232421875e-05,423,62,8.0108642578125e-05,632,50,0.19014883041381836,cloudflare.com
104,127,0,132,127,0.0003249645233154297,459,127,0.0003139972686767578,130,127,2.288818359375e-05,136,127,4.7206878662109375e-05,cloudflare.com
843,46,0,104,63,0.027231931686401367,132,63,0.0009720325469970703,337,63,0.0006899833679199219,116,63,5.698204040527344e-05,cloudflare.com
104,62,0,132,62,2.09808349609375e-05,429,62,0.0007760524749755859,577,50,0.18083596229553223,71,62,0.0026290416717529297,cloudflare.com
104,127,0,132,127,0.00020194053649902344,413,127,0.0009191036224365234,620,49,0.19218778610229492,71,49,5.0067901611328125e-06,cloudflare.com
116,64,0,138,64,0.00015497207641601562,415,64,0.00021505355834960938,632,112,0.19185185432434082,83,64,0.0003001689910888672,cloudflare.com
104,63,0,132,63,4.100799560546875e-05,418,63,0.00013494491577148438,620,50,0.19915199279785156,71,63,0.0006201267242431641,cloudflare.com
104,62,0,132,62,6.4849853515625e-05,431,62,0.002089977264404297,620,51,0.24236798286437988,71,51,5.0067901611328125e-06,cloudflare.com
182,50,0,104,127,0.00980687141418457,132,127,7.152557373046875e-06,437,127,0.0001399517059326172,620,50,0.19579005241394043,cloudflare.com
182,50,0,104,62,0.09464097023010254,132,62,0.0002429485321044922,409,62,4.506111145019531e-05,620,50,0.19358301162719727,cloudflare.com
1192,47,0,246,127,0.015435934066772461,1401,47,0.07010102272033691,536,47,1.1920928955078125e-05,1401,47,0.0005102157592773438,cloudflare.com
116,62,0,144,62,1.3828277587890625e-05,446,62,0.00013303756713867188,632,50,0.1949779987335205,83,50,0.0007331371307373047,cloudflare.com
104,126,0,132,126,0.0010089874267578125,438,126,0.0028221607208251953,620,49,0.18883991241455078,71,49,0.0003790855407714844,cloudflare.com
362,47,0,104,62,0.013509988784790039,132,62,1.5974044799804688e-05,430,62,9.799003601074219e-05,561,47,0.0616450309753418,cloudflare.com
104,63,0,132,63,0.00027298927307128906,416,63,0.00011110305786132812,620,113,0.1929318904876709,71,113,1.811981201171875e-05,cloudflare.com
561,64,0,104,128,0.03339195251464844,132,128,2.3126602172851562e-05,430,128,0.00012087821960449219,577,64,0.08763504028320312,cloudflare.com
104,126,0,132,126,0.0004911422729492188,454,126,9.393692016601562e-05,620,50,0.19157695770263672,71,50,6.604194641113281e-05,cloudflare.com
104,63,0,132,63,0.0002601146697998047,406,63,8.296966552734375e-05,620,112,0.1948850154876709,71,112,0.0006768703460693359,cloudflare.com
104,127,0,132,127,0.00024700164794921875,402,127,0.00025200843811035156,620,50,0.22007203102111816,71,50,0.0004878044128417969,cloudflare.com
116,62,0,144,62,5.1021575927734375e-05,448,62,0.0010559558868408203,600,49,0.29102301597595215,84,49,3.0994415283203125e-06,cloudflare.com
116,63,0,144,63,3.814697265625e-06,431,63,0.0015070438385009766,632,112,0.1896979808807373,83,112,1.811981201171875e-05,cloudflare.com
116,64,0,144,64,0.00010800361633300781,409,64,0.00013399124145507812,83,49,0.28459978103637695,83,64,0.33622312545776367,cloudflare.com
219,50,0,116,63,0.0020301342010498047,144,63,8.082389831542969e-05,411,63,9.107589721679688e-05,632,50,0.19468903541564941,cloudflare.com
104,126,0,132,126,0.004848957061767578,456,126,0.0011410713195800781,71,49,0.29521989822387695,242,49,0.043276071548461914,cloudflare.com
572,49,0,104,128,0.0045928955078125,132,128,0.00010800361633300781,369,128,0.0001220703125,577,49,0.7129690647125244,cloudflare.com
104,127,0,132,127,0.00034999847412109375,406,127,0.00012612342834472656,620,112,0.24319982528686523,71,112,0.0001010894775390625,cloudflare.com
1391,49,0,104,62,0.011414051055908203,86,62,0.0012259483337402344,83,62,3.504753112792969e-05,75,62,2.86102294921875e-06,cloudflare.com
104,126,0,132,126,4.601478576660156e-05,464,126,5.698204040527344e-05,620,50,0.2873988151550293,71,50,0.0004611015319824219,cloudflare.com
1492,52,0,104,126,0.016389846801757812,210,126,0.0006821155548095703,568,52,0.16889691352844238,71,52,0.00022101402282714844,cloudflare.com
116,64,0,138,64,0.000164031982421875,424,64,0.0002789497375488281,632,112,0.19904804229736328,83,112,3.981590270996094e-05,cloudflare.com
375,50,0,104,62,0.012795209884643555,132,62,8.296966552734375e-05,445,62,9.298324584960938e-05,140,62,4.0531158447265625e-06,cloudflare.com
182,50,0,104,62,0.027173995971679688,132,62,2.5033950805664062e-05,417,62,5.5789947509765625e-05,620,50,0.19185614585876465,cloudflare.com
104,62,0,132,62,0.0004210472106933594,418,62,2.193450927734375e-05,218,62,0.0006740093231201172,71,62,1.2861111164093018,cloudflare.com
560,50,0,104,62,0.03556108474731445,132,62,0.0006420612335205078,428,62,0.0013010501861572266,138,62,0.0005519390106201172,cloudflare.com
678,50,0,104,127,0.03579902648925781,132,127,0.00037598609924316406,443,127,0.00019097328186035156,568,50,0.17748188972473145,cloudflare.com
116,63,0,150,63,0.001230001449584961,83,63,5.0067901611328125e-05,429,63,9.608268737792969e-05,600,112,0.19229793548583984,cloudflare.com
104,127,0,126,127,0.0007078647613525391,345,127,0.0003681182861328125,620,49,0.1902158260345459,71,49,0.0005290508270263672,cloudflare.com
182,50,0,104,127,0.01552891731262207,132,127,0.0001971721649169922,442,127,0.00026297569274902344,620,50,0.19080781936645508,cloudflare.com
116,62,0,144,62,0.0006461143493652344,430,62,8.106231689453125e-06,632,50,0.19404387474060059,83,50,5.0067901611328125e-06,cloudflare.com
104,127,0,132,127,0.000331878662109375,400,127,0.0002300739288330078,620,113,0.19822287559509277,71,113,0.0001850128173828125,cloudflare.com
1389,49,0,104,62,0.015437126159667969,86,62,0.0007658004760742188,83,62,0.0010700225830078125,75,62,8.416175842285156e-05,cloudflare.com
104,63,0,132,63,0.0003018379211425781,346,63,0.000370025634765625,136,63,0.00020813941955566406,577,49,0.2212820053100586,cloudflare.com
557,46,0,104,126,0.02758312225341797,132,126,0.0008800029754638672,358,126,4.696846008300781e-05,568,46,0.20108699798583984,cloudflare.com
104,126,0,132,126,2.6941299438476562e-05,422,126,0.0002009868621826172,620,50,0.19550395011901855,71,50,0.0016911029815673828,cloudflare.com
116,62,0,144,62,0.013542890548706055,423,62,0.007626056671142578,632,50,0.1687328815460205,83,50,0.013625144958496094,cloudflare.com
1191,48,0,246,127,0.0018138885498046875,1401,48,0.09795999526977539,536,48,1.5020370483398438e-05,70,48,0.00015091896057128906,cloudflare.com
116,64,0,138,64,0.00029087066650390625,350,64,0.0002942085266113281,632,112,0.21118879318237305,83,112,2.002716064453125e-05,cloudflare.com
116,64,0,138,64,0.00019478797912597656,351,64,0.00012302398681640625,632,112,0.19097208976745605,83,112,3.600120544433594e-05,cloudflare.com
116,62,0,144,62,0.0009441375732421875,431,62,0.0005900859832763672,600,50,0.19331097602844238,83,62,0.0051708221435546875,cloudflare.com
104,126,0,132,126,0.0005059242248535156,464,126,0.0009970664978027344,620,49,0.1978621482849121,71,49,1.9073486328125e-06,cloudflare.com
116,63,0,144,63,8.20159912109375e-05,419,63,0.0001010894775390625,632,50,0.2440328598022461,83,63,0.0004210472106933594,cloudflare.com
104,63,0,132,63,0.00021195411682128906,443,63,4.0531158447265625e-06,620,50,0.28766703605651855,71,50,0.00011301040649414062,cloudflare.com
377,64,0,104,64,0.026947975158691406,132,64,0.0005190372467041016,369,64,7.605552673339844e-05,568,64,0.08687782287597656,cloudflare.com
116,62,0,144,62,3.504753112792969e-05,430,62,7.390975952148438e-05,632,50,0.18980908393859863,83,50,0.0009429454803466797,cloudflare.com
1023,64,0,116,64,0.0773777961730957,144,64,1.4066696166992188e-05,418,64,6.29425048828125e-05,663,64,0.08888912200927734,cloudflare.com
572,50,0,104,62,0.012022972106933594,132,62,0.0003540515899658203,436,62,0.00026798248291015625,568,50,0.17847490310668945,cloudflare.com
104,126,0,132,126,6.699562072753906e-05,393,126,4.0531158447265625e-06,141,126,4.315376281738281e-05,577,46,0.20780587196350098,cloudflare.com
104,63,0,132,63,0.00014901161193847656,420,63,0.00012493133544921875,620,51,0.2438640594482422,71,51,0.0003390312194824219,cloudflare.com
573,49,0,104,128,0.0045928955078125,132,128,0.00010418891906738281,368,128,0.0002269744873046875,577,49,0.21924495697021484,cloudflare.com
314,112,0,116,63,0.019756078720092773,144,63,0.005396842956542969,423,63,2.193450927734375e-05,632,112,0.3240470886230469,cloudflare.com
104,126,0,132,126,3.0040740966796875e-05,436,126,9.512901306152344e-05,620,49,0.1947629451751709,71,49,0.0005018711090087891,cloudflare.com
104,127,0,132,127,0.0002148151397705078,417,127,0.0003001689910888672,620,51,0.24787092208862305,71,51,5.0067901611328125e-06,cloudflare.com
560,46,0,104,63,0.04062604904174805,132,63,0.00019311904907226562,338,63,0.00021886825561523438,577,46,0.2085740566253662,cloudflare.com
104,63,0,132,63,0.0001380443572998047,407,63,0.00012803077697753906,620,50,0.19707489013671875,71,63,0.000514984130859375,cloudflare.com
572,49,0,104,128,0.004615068435668945,132,128,0.00010085105895996094,372,128,0.0001201629638671875,577,49,0.20611786842346191,cloudflare.com
314,112,0,116,64,0.006127834320068359,138,64,0.00028705596923828125,351,64,0.0002810955047607422,632,112,0.19749093055725098,cloudflare.com
104,62,0,620,51,0.24704718589782715,510,62,0.0015549659729003906,71,51,0.24727606773376465,71,62,0.0018467903137207031,cloudflare.com
151,64,0,104,64,0.02114105224609375,132,64,2.1457672119140625e-06,426,64,0.0005128383636474609,620,64,0.08763003349304199,cloudflare.com
577,50,0,104,126,0.012070894241333008,132,126,3.790855407714844e-05,444,126,6.008148193359375e-05,577,50,0.1952989101409912,cloudflare.com
104,63,0,132,63,0.00011515617370605469,430,63,0.00014090538024902344,620,50,0.19202303886413574,71,63,0.00048804283142089844,cloudflare.com
104,127,0,132,127,2.7894973754882812e-05,464,127,0.0001590251922607422,620,49,0.1980879306793213,71,49,0.0007240772247314453,cloudflare.com
104,127,0,132,127,0.00017595291137695312,473,127,5.9604644775390625e-06,577,50,0.20019102096557617,71,127,0.0005359649658203125,cloudflare.com
104,126,0,132,126,0.008086919784545898,450,126,0.0009698867797851562,233,126,0.00019216537475585938,243,126,0.0006878376007080078,cloudflare.com
104,62,0,132,62,1.7881393432617188e-05,419,62,2.9087066650390625e-05,620,50,0.19278192520141602,71,50,0.00043010711669921875,cloudflare.com
116,62,0,144,62,5.5789947509765625e-05,443,62,8.821487426757812e-05,632,113,0.1981048583984375,83,113,0.0005431175231933594,cloudflare.com
104,63,0,132,63,0.0002040863037109375,417,63,0.0004990100860595703,137,63,1.4066696166992188e-05,71,63,0.197800874710083,cloudflare.com
104,126,0,132,126,0.0004069805145263672,448,126,0.0001010894775390625,620,49,0.2891659736633301,71,49,5.0067901611328125e-06,cloudflare.com
116,64,0,138,64,0.0002071857452392578,351,64,0.0001819133758544922,632,112,0.19095611572265625,83,112,2.09808349609375e-05,cloudflare.com
104,126,0,132,126,0.00032591819763183594,384,126,0.0007541179656982422,568,46,0.2027897834777832,71,46,9.059906005859375e-06,cloudflare.com
104,126,0,132,126,0.00033211708068847656,381,126,8.487701416015625e-05,568,46,0.2010040283203125,71,46,0.000202178955078125,cloudflare.com
104,127,0,132,127,0.00011491775512695312,431,127,0.00025200843811035156,568,47,0.09490489959716797,71,47,1.0967254638671875e-05,cloudflare.com
104,62,0,132,62,2.6941299438476562e-05,408,62,0.0001270771026611328,620,51,0.2385571002960205,71,51,0.00014090538024902344,cloudflare.com
104,62,0,132,62,1.9073486328125e-06,443,62,1.0013580322265625e-05,242,49,0.23620009422302246,71,62,2.05623197555542,cloudflare.com
116,126,0,144,126,0.00043487548828125,451,126,0.0001990795135498047,632,49,0.20030999183654785,83,49,8.106231689453125e-05,cloudflare.com
104,62,0,132,62,3.0994415283203125e-05,364,62,0.0013010501861572266,577,50,0.19721198081970215,71,62,0.004203081130981445,cloudflare.com
116,62,0,510,62,0.0007159709930419922,600,113,0.19840097427368164,83,113,0.0007021427154541016,83,62,0.006021022796630859,cloudflare.com
576,52,0,104,126,0.040444135665893555,132,126,0.0004699230194091797,386,126,0.0004119873046875,568,52,0.26166605949401855,cloudflare.com
1006,50,0,116,62,0.004313945770263672,144,62,0.00028395652770996094,600,50,0.1913900375366211,83,50,1.9073486328125e-06,cloudflare.com
116,63,0,144,63,0.0002040863037109375,410,63,0.0004699230194091797,632,50,0.19106316566467285,83,63,0.00033593177795410156,cloudflare.com
104,126,0,132,126,0.0004780292510986328,427,126,0.0013020038604736328,588,50,0.19581890106201172,71,50,1.0013580322265625e-05,cloudflare.com
104,63,0,132,63,8.20159912109375e-05,414,63,0.0001220703125,620,50,0.19545793533325195,71,63,0.0004100799560546875,cloudflare.com
104,62,0,132,62,2.6941299438476562e-05,436,62,0.0006029605865478516,577,51,0.1578209400177002,71,62,0.006119966506958008,cloudflare.com
104,127,0,132,127,0.00014591217041015625,446,127,0.0002949237823486328,620,50,0.19292402267456055,71,127,0.0005340576171875,cloudflare.com
104,127,0,132,127,0.00017380714416503906,362,127,0.00018310546875,138,127,0.00011706352233886719,577,48,0.11178302764892578,cloudflare.com
183,50,0,104,127,0.02655506134033203,132,127,0.0001800060272216797,459,127,0.0003848075866699219,620,50,0.1988840103149414,cloudflare.com
116,63,0,144,63,0.00014495849609375,423,63,0.00014400482177734375,632,49,0.19226908683776855,83,63,0.00034999847412109375,cloudflare.com
608,49,0,104,63,0.03994297981262207,132,63,0.00040912628173828125,338,63,0.0001480579376220703,568,49,0.20003390312194824,cloudflare.com
116,64,0,138,64,0.00013494491577148438,420,64,0.00018596649169921875,632,112,0.22722601890563965,83,64,0.00015997886657714844,cloudflare.com
104,126,0,132,126,0.0005190372467041016,416,126,0.0001010894775390625,620,49,0.19507789611816406,71,49,7.152557373046875e-06,cloudflare.com
559,46,0,104,62,0.025155067443847656,132,62,7.200241088867188e-05,363,62,4.982948303222656e-05,71,62,0.21327614784240723,cloudflare.com
104,63,0,132,63,0.00011086463928222656,420,63,0.00018310546875,620,50,0.19329190254211426,71,63,0.0005931854248046875,cloudflare.com
104,126,0,132,126,3.0994415283203125e-05,461,126,0.0012140274047851562,620,49,0.19297099113464355,71,49,0.00014400482177734375,cloudflare.com
658,48,0,104,127,0.011330842971801758,132,127,0.00026702880859375,428,127,6.008148193359375e-05,577,48,0.09391403198242188,cloudflare.com
562,50,0,104,62,0.005898952484130859,132,62,0.0007979869842529297,415,62,6.413459777832031e-05,1431,50,0.18830299377441406,cloudflare.com
116,62,0,144,62,0.0006268024444580078,425,62,0.00023818016052246094,632,50,0.19604182243347168,83,50,7.82012939453125e-05,cloudflare.com
277,113,0,104,126,0.013113021850585938,132,126,0.00013899803161621094,456,126,7.700920104980469e-05,620,113,0.1946868896484375,cloudflare.com
218,50,0,116,62,0.11161303520202637,144,62,5.91278076171875e-05,430,62,3.886222839355469e-05,632,50,0.19612693786621094,cloudflare.com
104,126,0,132,126,0.0005238056182861328,470,126,0.00010609626770019531,620,49,0.19272494316101074,71,49,0.0004911422729492188,cloudflare.com
116,64,0,138,64,0.00021386146545410156,425,64,0.00017213821411132812,632,49,0.19353890419006348,83,64,0.0001571178436279297,cloudflare.com
116,64,0,505,64,0.00017118453979492188,632,112,0.1903228759765625,83,64,0.0002770423889160156,83,112,0.00012087821960449219,cloudflare.com
663,46,0,104,62,0.058055877685546875,132,62,0.00013113021850585938,367,62,0.001055002212524414,577,46,0.3718688488006592,cloudflare.com
323,50,0,104,127,0.052568912506103516,132,127,0.003103017807006836,411,127,2.6941299438476562e-05,620,50,0.19201397895812988,cloudflare.com
181,51,0,104,127,0.004887104034423828,132,127,0.00013184547424316406,432,127,0.00013709068298339844,620,51,0.2406630516052246,cloudflare.com
104,126,0,132,126,5.9604644775390625e-06,445,126,2.193450927734375e-05,588,50,0.19416594505310059,71,50,0.0002830028533935547,cloudflare.com
116,64,0,138,64,0.00024390220642089844,351,64,0.00021791458129882812,632,112,0.2092130184173584,83,64,0.00041604042053222656,cloudflare.com
1006,50,0,116,62,0.13550901412963867,144,62,1.5020370483398438e-05,425,62,4.00543212890625e-05,600,50,0.1958329677581787,cloudflare.com
116,64,0,138,64,0.00017189979553222656,416,64,0.0001900196075439453,632,112,0.195465087890625,83,64,0.0002300739288330078,cloudflare.com
104,126,0,132,126,6.198883056640625e-05,414,126,0.00010013580322265625,620,50,0.19965100288391113,71,50,0.0062868595123291016,cloudflare.com
116,64,0,138,64,0.0001518726348876953,417,64,0.00021505355834960938,632,112,0.18999910354614258,83,64,0.0001327991485595703,cloudflare.com
104,126,0,132,126,0.0016210079193115234,420,126,2.09808349609375e-05,118,126,3.790855407714844e-05,148,126,1.6927719116210938e-05,cloudflare.com
104,126,0,132,126,0.00010085105895996094,458,126,3.0994415283203125e-06,620,49,0.19726300239562988,71,49,0.00023794174194335938,cloudflare.com
563,50,0,104,62,0.005402088165283203,132,62,0.0001938343048095703,428,62,0.0003650188446044922,568,50,0.19937610626220703,cloudflare.com
116,62,0,144,62,5.793571472167969e-05,424,62,0.0002951622009277344,632,51,0.24439597129821777,83,51,0.0004999637603759766,cloudflare.com
104,62,0,132,62,5.2928924560546875e-05,412,62,5.1021575927734375e-05,620,50,0.19282102584838867,71,50,0.0006189346313476562,cloudflare.com
277,113,0,104,126,0.021539926528930664,132,126,0.001043081283569336,456,126,0.00011396408081054688,620,113,0.29013681411743164,cloudflare.com
116,62,0,144,62,8.106231689453125e-05,428,62,0.0011680126190185547,83,51,0.2393779754638672,83,62,0.0018279552459716797,cloudflare.com
424,49,0,104,127,0.011059999465942383,126,127,0.0003750324249267578,324,127,0.00010704994201660156,568,49,0.29947400093078613,cloudflare.com
314,112,0,116,64,0.0018279552459716797,138,64,9.393692016601562e-05,422,64,0.00020003318786621094,632,112,0.19175195693969727,cloudflare.com
104,63,0,132,63,0.00018310546875,424,63,0.0001308917999267578,620,50,0.19478106498718262,71,50,0.00035190582275390625,cloudflare.com
182,49,0,104,126,0.007618904113769531,132,126,2.8133392333984375e-05,460,126,0.0004889965057373047,620,49,0.2865579128265381,cloudflare.com
562,50,0,104,126,0.009015083312988281,132,126,2.09808349609375e-05,382,126,3.910064697265625e-05,71,50,0.20223188400268555,cloudflare.com
104,126,0,132,126,0.00047898292541503906,454,126,0.00013399124145507812,620,49,0.19327712059020996,71,49,7.867813110351562e-06,cloudflare.com
182,50,0,104,126,0.04910683631896973,132,126,6.699562072753906e-05,455,126,0.00010514259338378906,620,50,0.19140386581420898,cloudflare.com
104,126,0,132,126,0.02152085304260254,1124,126,0.00019097328186035156,568,46,0.18053102493286133,71,46,0.024187088012695312,cloudflare.com
104,63,0,132,63,0.0003681182861328125,430,63,9.703636169433594e-05,138,63,1.5020370483398438e-05,568,50,0.19368886947631836,cloudflare.com
116,63,0,144,63,0.00025200843811035156,436,63,7.700920104980469e-05,632,49,0.19347381591796875,83,49,9.417533874511719e-05,cloudflare.com
116,62,0,144,62,0.0011091232299804688,443,62,7.486343383789062e-05,632,113,0.20843911170959473,83,113,0.0005459785461425781,cloudflare.com
181,51,0,104,126,0.021633148193359375,132,126,0.0004620552062988281,431,126,0.0005979537963867188,620,51,0.24040985107421875,cloudflare.com
116,64,0,138,64,0.00020599365234375,351,64,0.00014090538024902344,632,112,0.19225597381591797,83,64,0.0002999305725097656,cloudflare.com
104,127,0,132,127,0.00019788742065429688,449,127,0.00013208389282226562,217,127,1.5974044799804688e-05,225,127,2.5033950805664062e-05,cloudflare.com
561,49,0,104,63,0.008490800857543945,132,63,0.00019216537475585938,366,63,0.0002460479736328125,568,49,0.21539592742919922,cloudflare.com
576,50,0,104,126,0.04514193534851074,132,126,0.00015592575073242188,417,126,5.0067901611328125e-06,129,126,0.00019407272338867188,cloudflare.com
104,63,0,132,63,0.00026702880859375,339,63,0.0002841949462890625,568,46,0.21109294891357422,71,63,0.0005290508270263672,cloudflare.com
104,62,0,132,62,0.0191800594329834,411,62,0.007964849472045898,119,62,1.811981201171875e-05,118,62,3.695487976074219e-05,cloudflare.com
116,63,0,144,63,0.0015480518341064453,443,63,1.6927719116210938e-05,632,50,0.2574021816253662,83,50,0.0016579627990722656,cloudflare.com
116,62,0,505,62,0.0005838871002197266,632,51,0.24869704246520996,83,51,0.001519918441772461,83,62,0.06302404403686523,cloudflare.com
571,49,0,104,63,0.033043861389160156,132,63,0.0008199214935302734,432,63,0.000469207763671875,130,63,0.00010395050048828125,cloudflare.com
116,63,0,144,63,9.584426879882812e-05,436,63,0.0001361370086669922,632,50,0.19789600372314453,83,63,0.0004138946533203125,cloudflare.com
104,63,0,132,63,5.0067901611328125e-06,425,63,0.0005521774291992188,577,52,0.2822868824005127,71,63,0.004143953323364258,cloudflare.com
104,63,0,132,63,0.00011301040649414062,421,63,0.00011801719665527344,620,50,0.19507408142089844,71,50,0.00034999847412109375,cloudflare.com
104,62,0,132,62,0.0003268718719482422,429,62,0.0003261566162109375,147,62,0.00017380714416503906,568,46,0.1976790428161621,cloudflare.com
116,64,0,138,64,0.00035500526428222656,350,64,0.0003199577331542969,632,49,0.24558591842651367,83,49,1.6927719116210938e-05,cloudflare.com
116,63,0,144,63,0.0007219314575195312,413,63,3.719329833984375e-05,632,50,0.19192290306091309,83,50,2.4080276489257812e-05,cloudflare.com
116,64,0,138,64,0.0001850128173828125,418,64,0.0001881122589111328,632,112,0.1924610137939453,83,112,5.9604644775390625e-06,cloudflare.com
104,63,0,132,63,0.00015211105346679688,427,63,0.00014781951904296875,620,50,0.1974029541015625,71,50,5.0067901611328125e-06,cloudflare.com
424,49,0,104,127,0.011070013046264648,132,127,0.000102996826171875,326,127,0.0007090568542480469,120,127,8.106231689453125e-05,cloudflare.com
561,46,0,104,127,0.014286994934082031,132,127,0.00016689300537109375,447,127,0.000164031982421875,71,46,0.20333600044250488,cloudflare.com
104,62,0,132,62,2.3126602172851562e-05,436,62,0.00067901611328125,620,50,0.1911768913269043,71,50,5.9604644775390625e-06,cloudflare.com
560,50,0,104,62,0.06539201736450195,132,62,0.0002608299255371094,408,62,4.0531158447265625e-06,577,50,0.17822790145874023,cloudflare.com
104,62,0,568,50,0.1787581443786621,443,62,0.003876924514770508,71,50,0.1764209270477295,507,50,0.005717039108276367,cloudflare.com
104,63,0,132,63,0.0001380443572998047,428,63,0.0001380443572998047,620,50,0.19465208053588867,71,63,0.0005018711090087891,cloudflare.com
181,51,0,104,63,0.009397029876708984,132,63,0.00022292137145996094,442,63,0.00022602081298828125,620,51,0.2417900562286377,cloudflare.com
104,126,0,132,126,0.0003418922424316406,449,126,0.00010204315185546875,620,49,0.19406914710998535,71,49,0.0010058879852294922,cloudflare.com
362,49,0,116,62,0.03651690483093262,144,62,0.00011610984802246094,448,62,2.86102294921875e-06,251,62,4.0531158447265625e-06,cloudflare.com
116,62,0,144,62,5.9604644775390625e-06,444,62,0.00011110305786132812,632,50,0.19202709197998047,83,50,0.0008640289306640625,cloudflare.com
104,126,0,132,126,9.989738464355469e-05,436,126,0.00043511390686035156,131,126,2.09808349609375e-05,118,126,3.695487976074219e-05,cloudflare.com
314,112,0,116,63,0.11147403717041016,144,63,5.9604644775390625e-06,425,63,3.600120544433594e-05,632,112,0.19444894790649414,cloudflare.com
104,62,0,132,62,2.2172927856445312e-05,426,62,0.0010488033294677734,620,51,0.24342107772827148,71,51,8.606910705566406e-05,cloudflare.com
104,127,0,132,127,0.00012111663818359375,433,127,0.000125885009765625,620,51,0.23846888542175293,71,51,0.0003170967102050781,cloudflare.com
1389,46,0,104,127,0.0040740966796875,210,127,0.00018787384033203125,577,46,0.20316314697265625,71,127,0.0004839897155761719,cloudflare.com
1494,50,0,104,62,0.049015045166015625,86,62,0.0007679462432861328,83,62,2.09808349609375e-05,75,62,0.006943941116333008,cloudflare.com
104,127,0,210,127,0.0003561973571777344,318,127,8.988380432128906e-05,1431,49,0.20411896705627441,1452,49,0.00010895729064941406,cloudflare.com
104,63,0,132,63,5.0067901611328125e-06,348,63,1.5974044799804688e-05,577,49,0.19343113899230957,71,63,0.005213022232055664,cloudflare.com
104,62,0,132,62,0.0004410743713378906,435,62,9.989738464355469e-05,568,50,0.17871594429016113,71,62,0.004014015197753906,cloudflare.com
104,127,0,132,127,0.00010800361633300781,451,127,0.000102996826171875,620,50,0.21956205368041992,71,127,0.000720977783203125,cloudflare.com
104,128,0,132,128,0.00010800361633300781,351,128,0.00011992454528808594,620,112,0.19090914726257324,71,112,0.00040793418884277344,cloudflare.com
